"date","ageSib","ethnicityCensus","geog","datacol"
2019,0,0,1,43.6214439040296
2019,0,0,2,39.8396443927466
2019,0,0,3,34.4023022314792
2019,0,0,4,21.5628221361362
2019,0,0,5,32.4569904496848
2019,0,0,6,38.5408233948974
2019,0,1,1,229.113924050633
2019,0,1,2,330.769230769231
2019,0,1,3,307.232191408374
2019,0,1,4,198.717948717949
2019,0,1,5,181.05126541207
2019,0,1,6,205.025699600228
2019,0,2,1,43.5835351089588
2019,0,2,2,35.1262349066959
2019,0,2,3,23.4530415663281
2019,0,2,4,17.7843324368873
2019,0,2,5,32.9451425068955
2019,0,2,6,32.1559074299635
2019,0,3,1,246.783625730994
2019,0,3,2,175.365344467641
2019,0,3,3,101.867572156197
2019,0,3,4,110.405083399523
2019,0,3,5,116.542728270145
2019,0,3,6,158.715162966462
2019,0,4,1,289.340101522843
2019,0,4,2,Inf
2019,0,4,3,276.283618581907
2019,0,4,4,110.927152317881
2019,0,4,5,101.829268292683
2019,0,4,6,198.884758364312
2019,0,5,1,79.8326317001702
2019,0,5,2,88.0328224549776
2019,0,5,3,62.7518251087087
2019,0,5,4,33.9025311135332
2019,0,5,5,55.6539226615953
2019,0,5,6,68.7020680427764
2019,0,6,1,5.66426364572605
2019,0,6,2,6.06732396009568
2019,0,6,3,6.56422497389229
2019,0,6,4,2.92210757008492
2019,0,6,5,1.8450184501845
2019,0,6,6,3.16598824061511
2019,0,8,1,171.641791044776
2019,0,8,2,110.055865921788
2019,0,8,3,99.6319018404908
2019,0,8,4,62.8720238095238
2019,0,8,5,80.6576702342175
2019,0,8,6,85.4700854700855
2019,0,9,1,62.3696427369979
2019,0,9,2,65.3788006047371
2019,0,9,3,64.6092514949481
2019,0,9,4,50.7192514538061
2019,0,9,5,61.8834836860298
2019,0,9,6,70.1636188642926
2019,0,10,1,258.363471971067
2019,0,10,2,333.592534992224
2019,0,10,3,117.972539107863
2019,0,10,4,48.9049108964767
2019,0,10,5,98.1137196363143
2019,0,10,6,150.027397260274
2019,0,11,1,76.5149515965499
2019,0,11,2,70.7745231952244
2019,0,11,3,58.8423409018228
2019,0,11,4,29.6604985471785
2019,0,11,5,52.7358457777726
2019,0,11,6,67.2492014729518
2019,0,12,1,252.830188679245
2019,0,12,2,216.216216216216
2019,0,12,3,102.720114531138
2019,0,12,4,110.672474816227
2019,0,12,5,119.672340970178
2019,0,12,6,167.748377433849
2019,1,0,1,44.9344853778959
2019,1,0,2,40.2547118492208
2019,1,0,3,35.3506113135579
2019,1,0,4,17.5705660766809
2019,1,0,5,33.6699152095134
2019,1,0,6,41.5518257332396
2019,1,1,1,238.482384823848
2019,1,1,2,350.710900473934
2019,1,1,3,399.477806788512
2019,1,1,4,288.401253918495
2019,1,1,5,272.222222222222
2019,1,1,6,319.148936170213
2019,1,2,1,81.8181818181818
2019,1,2,2,4.739336492891
2019,1,2,3,19.9840127897682
2019,1,2,4,9.3562874251497
2019,1,2,5,33.4757834757835
2019,1,2,6,31.1059907834101
2019,1,3,1,259.433962264151
2019,1,3,2,273.809523809524
2019,1,3,3,78.042328042328
2019,1,3,4,92.0668612364022
2019,1,3,5,104.851330203443
2019,1,3,6,245.700245700246
2019,1,4,1,137.254901960784
2019,1,4,2,Inf
2019,1,4,3,310
2019,1,4,4,74.0740740740741
2019,1,4,5,71.6112531969309
2019,1,4,6,484.848484848485
2019,1,5,1,80.006699793423
2019,1,5,2,86.135012862592
2019,1,5,3,61.7638110140392
2019,1,5,4,25.8730495701093
2019,1,5,5,55.2561278530253
2019,1,5,6,72.7256699576869
2019,1,6,1,5
2019,1,6,2,2.30481129357534
2019,1,6,3,4.12371134020619
2019,1,6,4,1.43523501973448
2019,1,6,6,5.13874614594039
2019,1,8,1,237.676056338028
2019,1,8,2,158.904109589041
2019,1,8,3,104.400345125108
2019,1,8,4,69.215291750503
2019,1,8,5,83.3333333333333
2019,1,8,6,109.053497942387
2019,1,9,1,51.8011312890741
2019,1,9,2,58.6991869918699
2019,1,9,3,48.759623609923
2019,1,9,4,33.9065541855938
2019,1,9,5,49.9040307101727
2019,1,9,6,63.7175324675325
2019,1,10,1,270.962047661077
2019,1,10,2,299.638989169675
2019,1,10,3,121.784776902887
2019,1,10,4,38.8487062858847
2019,1,10,5,120.56338028169
2019,1,10,6,166.412213740458
2019,1,11,1,79.4028031687995
2019,1,11,2,72.7252226857594
2019,1,11,3,60.6245311327832
2019,1,11,4,23.5203116942646
2019,1,11,5,53.7101057167193
2019,1,11,6,71.4119562688997
2019,1,12,1,286.486486486487
2019,1,12,2,365.079365079365
2019,1,12,3,79.2767732962448
2019,1,12,4,93.5448577680525
2019,1,12,5,109.060402684564
2019,1,12,6,261.780104712042
2019,2,0,1,33.6889990921249
2019,2,0,2,31.2397151169679
2019,2,0,3,27.6424223182364
2019,2,0,4,19.5669738018291
2019,2,0,5,26.0668671810296
2019,2,0,6,31.1665372809048
2019,2,1,1,144.736842105263
2019,2,1,2,249.624060150376
2019,2,1,3,183.098591549296
2019,2,1,4,108.229988726043
2019,2,1,5,84.7651775486827
2019,2,1,6,155.963302752294
2019,2,2,1,48.4848484848485
2019,2,2,2,23.8532110091743
2019,2,2,3,20.2778820878708
2019,2,2,4,20.9853498501046
2019,2,2,5,30.4449648711944
2019,2,2,6,31.3008130081301
2019,2,3,1,211.23595505618
2019,2,3,2,141.304347826087
2019,2,3,3,96.3855421686747
2019,2,3,4,94.582421824733
2019,2,3,5,101.118568232662
2019,2,3,6,115.814696485623
2019,2,4,1,282.352941176471
