date,ageSib,ethnicityCensus,allegation,geog,datacol
2013,2,10,3,3,36.20
2013,2,10,3,4,20.95
2013,2,10,3,5,39.58
2013,2,10,3,6,45.54
2013,2,10,4,1,86.24
2013,2,10,4,2,107.99
2013,2,10,4,3,46.65
2013,2,10,4,4,31.10
2013,2,10,4,5,54.17
2013,2,10,4,6,69.03
2013,2,11,0,1,46.97
2013,2,11,0,2,39.68
2013,2,11,0,3,38.96
2013,2,11,0,4,27.41
2013,2,11,0,5,41.53
2013,2,11,0,6,48.68
2013,2,11,1,1,11.69
2013,2,11,1,2,9.86
2013,2,11,1,3,9.62
2013,2,11,1,4,8.01
2013,2,11,1,5,13.30
2013,2,11,1,6,13.36
2013,2,11,2,1,2.42
2013,2,11,2,2,2.67
2013,2,11,2,3,2.25
2013,2,11,2,4,1.63
2013,2,11,2,5,2.66
2013,2,11,2,6,2.34
2013,2,11,3,1,29.61
2013,2,11,3,2,21.48
2013,2,11,3,3,22.28
2013,2,11,3,4,14.64
2013,2,11,3,5,23.60
2013,2,11,3,6,27.79
2013,2,11,4,1,35.70
2013,2,11,4,2,28.66
2013,2,11,4,3,29.29
2013,2,11,4,4,20.64
2013,2,11,4,5,33.21
2013,2,11,4,6,36.47
2013,2,12,0,1,183.33
2013,2,12,0,2,106.72
2013,2,12,0,3,62.84
2013,2,12,0,4,94.50
2013,2,12,0,5,99.81
2013,2,12,0,6,63.83
2013,2,12,1,1,47.62
2013,2,12,1,2,31.62
2013,2,12,1,3,28.53
2013,2,12,1,4,32.99
2013,2,12,1,5,37.05
2013,2,12,1,6,23.28
2013,2,12,2,1,19.05
2013,2,12,2,2,.00
2013,2,12,2,3,3.22
2013,2,12,2,4,4.36
2013,2,12,2,5,2.78
2013,2,12,2,6,7.43
2013,2,12,3,1,95.24
2013,2,12,3,2,47.43
2013,2,12,3,3,26.64
2013,2,12,3,4,44.34
2013,2,12,3,5,45.39
2013,2,12,3,6,27.43
2013,2,12,4,1,130.95
2013,2,12,4,2,71.15
2013,2,12,4,3,49.18
2013,2,12,4,4,67.70
2013,2,12,4,5,72.72
2013,2,12,4,6,41.56
2013,3,0,0,1,88.45
2013,3,0,0,2,65.79
2013,3,0,0,3,75.55
2013,3,0,0,4,62.56
2013,3,0,0,5,90.35
2013,3,0,0,6,92.81
2013,3,0,1,1,21.67
2013,3,0,1,2,15.85
2013,3,0,1,3,17.65
2013,3,0,1,4,19.77
2013,3,0,1,5,29.49
2013,3,0,1,6,28.46
2013,3,0,2,1,4.66
2013,3,0,2,2,3.46
2013,3,0,2,3,3.68
2013,3,0,2,4,3.02
2013,3,0,2,5,4.36
2013,3,0,2,6,4.56
2013,3,0,3,1,68.75
2013,3,0,3,2,45.21
2013,3,0,3,3,57.12
2013,3,0,3,4,41.94
2013,3,0,3,5,63.78
2013,3,0,3,6,66.43
2013,3,0,4,1,77.45
2013,3,0,4,2,55.37
2013,3,0,4,3,68.03
2013,3,0,4,4,54.51
2013,3,0,4,5,82.25
2013,3,0,4,6,83.26
2013,3,1,0,1,255.70
2013,3,1,0,2,83.33
2013,3,1,0,3,329.11
2013,3,1,0,4,264.46
2013,3,1,0,5,299.38
2013,3,1,0,6,186.27
2013,3,1,1,1,41.56
2013,3,1,1,2,74.19
2013,3,1,1,3,62.50
2013,3,1,1,4,57.85
2013,3,1,1,5,70.99
2013,3,1,1,6,60.21
2013,3,1,2,1,12.85
2013,3,1,2,2,20.98
2013,3,1,2,3,16.83
2013,3,1,2,4,13.77
2013,3,1,2,5,8.66
2013,3,1,2,6,27.03
2013,3,1,3,1,190.36
2013,3,1,3,2,83.33
2013,3,1,3,3,307.19
2013,3,1,3,4,214.88
2013,3,1,3,5,219.14
2013,3,1,3,6,127.45
2013,3,1,4,1,202.53
2013,3,1,4,2,83.33
2013,3,1,4,3,336.60
2013,3,1,4,4,225.90
2013,3,1,4,5,265.43
2013,3,1,4,6,156.86
2013,3,2,0,1,52.17
2013,3,2,0,2,22.35
2013,3,2,0,3,17.45
2013,3,2,0,4,23.78
2013,3,2,0,5,35.52
2013,3,2,0,6,19.98
2013,3,2,1,1,17.70
2013,3,2,1,2,27.03
2013,3,2,1,3,6.51
2013,3,2,1,4,8.84
2013,3,2,1,5,7.72
2013,3,2,1,6,6.31
2013,3,2,2,4,1.77
2013,3,2,2,5,2.32
2013,3,2,3,1,39.82
2013,3,2,3,2,19.23
2013,3,2,3,3,11.63
2013,3,2,3,4,14.46
2013,3,2,3,5,21.62
2013,3,2,3,6,13.73
2013,3,2,4,1,39.82
2013,3,2,4,2,16.76
2013,3,2,4,3,16.29
2013,3,2,4,4,20.73
2013,3,2,4,5,27.03
2013,3,2,4,6,16.23
2013,3,3,0,1,220.00
2013,3,3,0,2,118.06
2013,3,3,0,3,77.14
2013,3,3,0,4,149.29
2013,3,3,0,5,140.75
2013,3,3,0,6,96.84
2013,3,3,1,1,74.77
2013,3,3,1,2,47.62
2013,3,3,1,3,26.39
2013,3,3,1,4,51.16
2013,3,3,1,5,50.19
2013,3,3,1,6,37.89
2013,3,3,2,1,.00
2013,3,3,2,2,38.46
2013,3,3,2,3,6.09
2013,3,3,2,4,4.75
2013,3,3,2,5,6.00
2013,3,3,2,6,4.21
2013,3,3,3,1,177.57
2013,3,3,3,2,69.44
2013,3,3,3,3,59.47
2013,3,3,3,4,98.41
2013,3,3,3,5,94.93
2013,3,3,3,6,54.74
2013,3,3,4,1,191.59
2013,3,3,4,2,90.28
2013,3,3,4,3,73.61
2013,3,3,4,4,128.32
2013,3,3,4,5,127.11
2013,3,3,4,6,75.79
2013,3,4,0,1,275.36
2013,3,4,0,3,63.64
2013,3,4,0,4,155.28
2013,3,4,0,5,149.22
2013,3,4,0,6,122.45
2013,3,4,1,1,115.94
2013,3,4,1,3,18.18
2013,3,4,1,4,82.82
2013,3,4,1,5,57.91
2013,3,4,1,6,68.03
2013,3,4,2,1,28.99
2013,3,4,2,3,18.18
2013,3,4,2,4,10.35
2013,3,4,2,5,10.05
2013,3,4,3,1,188.41
2013,3,4,3,3,45.45
2013,3,4,3,4,97.31
2013,3,4,3,5,91.31
2013,3,4,3,6,74.83
2013,3,4,4,1,260.87
2013,3,4,4,3,54.55
2013,3,4,4,4,142.86
2013,3,4,4,5,133.63
2013,3,4,4,6,115.65
2013,3,5,0,1,86.20
2013,3,5,0,2,79.86
2013,3,5,0,3,79.74
2013,3,5,0,4,55.88
2013,3,5,0,5,83.08
2013,3,5,0,6,89.26
2013,3,5,1,1,20.98
2013,3,5,1,2,19.49
2013,3,5,1,3,18.78
2013,3,5,1,4,16.31
2013,3,5,1,5,25.74
2013,3,5,1,6,27.22
2013,3,5,2,1,4.92
2013,3,5,2,2,4.15
2013,3,5,2,3,4.06
2013,3,5,2,4,2.79
2013,3,5,2,5,4.64
2013,3,5,2,6,4.78
2013,3,5,3,1,67.86
2013,3,5,3,2,55.36
2013,3,5,3,3,60.62
2013,3,5,3,4,37.95
2013,3,5,3,5,60.41
2013,3,5,3,6,64.00
2013,3,5,4,1,76.42
2013,3,5,4,2,67.95
2013,3,5,4,3,72.13
2013,3,5,4,4,48.85
2013,3,5,4,5,76.02
2013,3,5,4,6,80.05
2013,3,6,0,1,8.56
2013,3,6,0,2,4.17
2013,3,6,0,3,8.96
2013,3,6,0,4,4.55
2013,3,6,0,5,8.12
2013,3,6,0,6,5.75
2013,3,6,1,1,4.55
2013,3,6,1,2,1.55
2013,3,6,1,3,2.69
2013,3,6,1,4,.85
2013,3,6,1,5,3.34
2013,3,6,1,6,4.23
2013,3,6,2,1,3.77
2013,3,6,2,2,30.77
2013,3,6,2,3,2.44
2013,3,6,2,4,.85
2013,3,6,3,1,5.71
2013,3,6,3,2,1.98
2013,3,6,3,3,5.82
2013,3,6,3,4,2.84
2013,3,6,3,5,6.87
2013,3,6,3,6,2.99
2013,3,6,4,1,7.49
2013,3,6,4,2,2.67
2013,3,6,4,3,7.62
2013,3,6,4,4,3.69
2013,3,6,4,5,8.12
2013,3,6,4,6,5.17
2013,3,8,0,1,166.36
2013,3,8,0,2,58.27
2013,3,8,0,3,63.51
2013,3,8,0,4,65.07
2013,3,8,0,5,73.56
2013,3,8,0,6,68.60
2013,3,8,1,1,42.07
2013,3,8,1,2,18.80
2013,3,8,1,3,14.12
2013,3,8,1,4,21.49
2013,3,8,1,5,27.83
2013,3,8,1,6,18.60
2013,3,8,2,1,.00
2013,3,8,2,2,11.83
2013,3,8,2,3,6.82
2013,3,8,2,4,1.79
2013,3,8,2,5,4.78
2013,3,8,2,6,7.61
2013,3,8,3,1,134.58
2013,3,8,3,2,35.71
2013,3,8,3,3,50.59
2013,3,8,3,4,48.96
2013,3,8,3,5,52.35
2013,3,8,3,6,53.49
2013,3,8,4,1,143.93
2013,3,8,4,2,46.99
2013,3,8,4,3,58.13
2013,3,8,4,4,58.51
2013,3,8,4,5,67.59
2013,3,8,4,6,61.63
2013,3,9,0,1,54.89
2013,3,9,0,2,44.70
2013,3,9,0,3,54.70
2013,3,9,0,4,55.91
2013,3,9,0,5,50.16
2013,3,9,0,6,60.75
2013,3,9,1,1,15.74
2013,3,9,1,2,12.16
2013,3,9,1,3,16.28
2013,3,9,1,4,17.55
2013,3,9,1,5,17.79
2013,3,9,1,6,19.54
2013,3,9,2,1,3.11
2013,3,9,2,2,2.73
2013,3,9,2,3,5.21
2013,3,9,2,4,3.72
2013,3,9,2,5,3.21
2013,3,9,2,6,6.70
2013,3,9,3,1,42.09
2013,3,9,3,2,27.06
2013,3,9,3,3,37.77
2013,3,9,3,4,34.94
2013,3,9,3,5,36.16
2013,3,9,3,6,41.62
2013,3,9,4,1,48.49
2013,3,9,4,2,34.98
2013,3,9,4,3,48.40
2013,3,9,4,4,48.18
2013,3,9,4,5,46.37
2013,3,9,4,6,54.37
2013,3,10,0,1,213.23
2013,3,10,0,2,137.57
2013,3,10,0,3,99.40
2013,3,10,0,4,65.19
2013,3,10,0,5,131.50
2013,3,10,0,6,118.78
2013,3,10,1,1,58.42
2013,3,10,1,2,61.45
2013,3,10,1,3,18.75
2013,3,10,1,4,22.59
2013,3,10,1,5,46.41
2013,3,10,1,6,48.51
2013,3,10,2,1,7.22
2013,3,10,2,2,16.76
2013,3,10,2,3,4.01
2013,3,10,2,4,3.91
2013,3,10,2,5,4.33
2013,3,10,2,6,7.19
2013,3,10,3,1,163.89
2013,3,10,3,2,227.19
2013,3,10,3,3,78.17
2013,3,10,3,4,43.71
2013,3,10,3,5,86.94
2013,3,10,3,6,99.20
2013,3,10,4,1,182.53
2013,3,10,4,2,108.11
2013,3,10,4,3,88.79
2013,3,10,4,4,57.14
2013,3,10,4,5,118.50
2013,3,10,4,6,114.97
2013,3,11,0,1,84.54
2013,3,11,0,2,69.58
2013,3,11,0,3,76.18
2013,3,11,0,4,48.07
2013,3,11,0,5,83.38
2013,3,11,0,6,89.17
2013,3,11,1,1,19.84
2013,3,11,1,2,16.04
2013,3,11,1,3,17.27
2013,3,11,1,4,13.80
2013,3,11,1,5,25.53
2013,3,11,1,6,27.24
2013,3,11,2,1,5.05
2013,3,11,2,2,3.20
2013,3,11,2,3,3.23
2013,3,11,2,4,2.19
2013,3,11,2,5,4.54
2013,3,11,2,6,4.37
2013,3,11,3,1,66.71
2013,3,11,3,2,52.35
2013,3,11,3,3,58.66
2013,3,11,3,4,33.45
2013,3,11,3,5,60.67
2013,3,11,3,6,64.09
2013,3,11,4,1,75.00
2013,3,11,4,2,62.29
2013,3,11,4,3,69.16
2013,3,11,4,4,42.26
2013,3,11,4,5,76.14
2013,3,11,4,6,80.01
2013,3,12,0,1,224.49
2013,3,12,0,2,137.61
2013,3,12,0,3,82.95
2013,3,12,0,4,149.35
2013,3,12,0,5,147.04
2013,3,12,0,6,101.12
2013,3,12,1,1,76.53
2013,3,12,1,2,53.57
2013,3,12,1,3,28.40
2013,3,12,1,4,50.94
2013,3,12,1,5,52.27
2013,3,12,1,6,40.45
2013,3,12,2,1,.00
2013,3,12,2,2,66.67
2013,3,12,2,3,4.93
2013,3,12,2,4,4.89
2013,3,12,2,5,6.32
2013,3,12,2,6,4.49
2013,3,12,3,1,173.47
2013,3,12,3,2,82.57
2013,3,12,3,3,62.78
2013,3,12,3,4,98.13
2013,3,12,3,5,99.37
2013,3,12,3,6,56.18
2013,3,12,4,1,188.78
2013,3,12,4,2,100.92
2013,3,12,4,3,79.22
2013,3,12,4,4,128.06
2013,3,12,4,5,132.68
2013,3,12,4,6,78.65
2012,0,0,0,1,71.96
2012,0,0,0,2,64.44
2012,0,0,0,3,58.04
2012,0,0,0,4,41.00
2012,0,0,0,5,60.97
2012,0,0,0,6,65.27
2012,0,0,1,1,17.85
2012,0,0,1,2,14.05
2012,0,0,1,3,12.07
2012,0,0,1,4,11.28
2012,0,0,1,5,17.86
2012,0,0,1,6,17.64
2012,0,0,2,1,3.54
2012,0,0,2,2,2.96
2012,0,0,2,3,2.66
2012,0,0,2,4,1.88
2012,0,0,2,5,2.61
2012,0,0,2,6,3.44
2012,0,0,3,1,51.10
2012,0,0,3,2,40.76
2012,0,0,3,3,39.63
2012,0,0,3,4,24.92
2012,0,0,3,5,39.34
2012,0,0,3,6,41.40
2012,0,0,4,1,59.76
2012,0,0,4,2,50.45
2012,0,0,4,3,48.01
2012,0,0,4,4,32.62
2012,0,0,4,5,51.45
2012,0,0,4,6,52.96
2012,0,1,0,1,153.95
2012,0,1,0,2,58.08
2012,0,1,0,3,244.24
2012,0,1,0,4,192.98
2012,0,1,0,5,158.62
2012,0,1,0,6,118.56
2012,0,1,1,1,28.49
2012,0,1,1,2,47.30
2012,0,1,1,3,38.17
2012,0,1,1,4,38.22
2012,0,1,1,5,26.54
2012,0,1,1,6,18.04
2012,0,1,2,1,8.66
2012,0,1,2,2,19.27
2012,0,1,2,3,13.93
2012,0,1,2,4,8.15
2012,0,1,2,5,6.63
2012,0,1,2,6,5.55
2012,0,1,3,1,102.79
2012,0,1,3,2,182.88
2012,0,1,3,3,221.85
2012,0,1,3,4,120.30
2012,0,1,3,5,100.12
2012,0,1,3,6,59.71
2012,0,1,4,1,118.14
2012,0,1,4,2,204.97
2012,0,1,4,3,246.18
2012,0,1,4,4,142.86
2012,0,1,4,5,116.41
2012,0,1,4,6,72.16
2012,0,2,0,1,24.70
2012,0,2,0,2,12.01
2012,0,2,0,3,13.97
2012,0,2,0,4,15.59
2012,0,2,0,5,19.18
2012,0,2,0,6,20.05
2012,0,2,1,1,8.97
2012,0,2,1,2,3.43
2012,0,2,1,3,5.90
2012,0,2,1,4,5.73
2012,0,2,1,5,7.58
2012,0,2,1,6,6.29
2012,0,2,2,1,3.58
2012,0,2,2,3,.61
2012,0,2,2,4,.81
2012,0,2,2,5,.91
2012,0,2,2,6,1.89
2012,0,2,3,1,17.08
2012,0,2,3,2,7.72
2012,0,2,3,3,7.68
2012,0,2,3,4,8.73
2012,0,2,3,5,10.70
2012,0,2,3,6,14.08
2012,0,2,4,1,22.54
2012,0,2,4,2,10.29
2012,0,2,4,3,11.90
2012,0,2,4,4,12.78
2012,0,2,4,5,16.06
2012,0,2,4,6,16.85
2012,0,3,0,1,120.83
2012,0,3,0,2,99.87
2012,0,3,0,3,72.85
2012,0,3,0,4,107.21
2012,0,3,0,5,105.75
2012,0,3,0,6,79.26
2012,0,3,1,1,42.94
2012,0,3,1,2,20.49
2012,0,3,1,3,19.27
2012,0,3,1,4,29.39
2012,0,3,1,5,32.85
2012,0,3,1,6,25.62
2012,0,3,2,1,5.71
2012,0,3,2,2,6.42
2012,0,3,2,3,2.89
2012,0,3,2,4,3.08
2012,0,3,2,5,2.93
2012,0,3,2,6,3.08
2012,0,3,3,1,86.38
2012,0,3,3,2,51.22
2012,0,3,3,3,44.85
2012,0,3,3,4,62.63
2012,0,3,3,5,65.33
2012,0,3,3,6,42.43
2012,0,3,4,1,101.89
2012,0,3,4,2,67.86
2012,0,3,4,3,57.50
2012,0,3,4,4,81.81
2012,0,3,4,5,87.31
2012,0,3,4,6,62.45
2012,0,4,0,1,108.55
2012,0,4,0,2,70.59
2012,0,4,0,3,48.67
2012,0,4,0,4,87.83
2012,0,4,0,5,69.60
2012,0,4,0,6,65.41
2012,0,4,1,1,37.80
2012,0,4,1,2,117.65
2012,0,4,1,3,20.41
2012,0,4,1,4,29.79
2012,0,4,1,5,29.91
2012,0,4,1,6,19.23
2012,0,4,2,1,10.31
2012,0,4,2,3,4.20
2012,0,4,2,4,3.08
2012,0,4,2,5,1.94
2012,0,4,2,6,6.82
2012,0,4,3,1,75.66
2012,0,4,3,2,70.59
2012,0,4,3,3,31.40
2012,0,4,3,4,54.96
2012,0,4,3,5,38.61
2012,0,4,3,6,46.54
2012,0,4,4,1,98.68
2012,0,4,4,2,70.59
2012,0,4,4,3,39.25
2012,0,4,4,4,75.50
2012,0,4,4,5,58.73
2012,0,4,4,6,56.60
2012,0,5,0,1,69.21
2012,0,5,0,2,72.63
2012,0,5,0,3,58.40
2012,0,5,0,4,36.29
2012,0,5,0,5,55.06
2012,0,5,0,6,62.13
2012,0,5,1,1,17.19
2012,0,5,1,2,16.48
2012,0,5,1,3,12.26
2012,0,5,1,4,9.69
2012,0,5,1,5,15.78
2012,0,5,1,6,16.79
2012,0,5,2,1,3.35
2012,0,5,2,2,3.52
2012,0,5,2,3,2.66
2012,0,5,2,4,1.79
2012,0,5,2,5,2.53
2012,0,5,2,6,3.33
2012,0,5,3,1,49.64
2012,0,5,3,2,46.34
2012,0,5,3,3,39.81
2012,0,5,3,4,22.61
2012,0,5,3,5,36.46
2012,0,5,3,6,40.41
2012,0,5,4,1,57.62
2012,0,5,4,2,57.56
2012,0,5,4,3,48.29
2012,0,5,4,4,29.13
2012,0,5,4,5,47.05
2012,0,5,4,6,51.24
2012,0,6,0,1,5.53
2012,0,6,0,2,6.94
2012,0,6,0,3,8.98
2012,0,6,0,4,4.97
2012,0,6,0,5,5.37
2012,0,6,0,6,7.23
2012,0,6,1,1,1.93
2012,0,6,1,2,1.62
2012,0,6,1,3,2.13
2012,0,6,1,4,1.66
2012,0,6,1,5,1.91
2012,0,6,1,6,3.40
2012,0,6,2,1,1.21
2012,0,6,2,2,.47
2012,0,6,2,3,1.40
2012,0,6,2,4,.44
2012,0,6,2,5,.64
2012,0,6,2,6,2.24
2012,0,6,3,1,3.09
2012,0,6,3,2,4.05
2012,0,6,3,3,5.47
2012,0,6,3,4,2.61
2012,0,6,3,5,2.88
2012,0,6,3,6,5.08
2012,0,6,4,1,4.63
2012,0,6,4,2,5.22
2012,0,6,4,3,7.01
2012,0,6,4,4,4.01
2012,0,6,4,5,4.03
2012,0,6,4,6,5.86
2012,0,8,0,1,107.63
2012,0,8,0,2,58.11
2012,0,8,0,3,54.05
2012,0,8,0,4,46.76
2012,0,8,0,5,57.63
2012,0,8,0,6,49.89
2012,0,8,1,1,22.51
2012,0,8,1,2,10.64
2012,0,8,1,3,10.02
2012,0,8,1,4,10.44
2012,0,8,1,5,15.30
2012,0,8,1,6,11.04
2012,0,8,2,1,6.78
2012,0,8,2,2,1.18
2012,0,8,2,3,3.13
2012,0,8,2,4,2.19
2012,0,8,2,5,2.67
2012,0,8,2,6,3.27
2012,0,8,3,1,80.81
2012,0,8,3,2,40.54
2012,0,8,3,3,39.88
2012,0,8,3,4,29.27
2012,0,8,3,5,39.66
2012,0,8,3,6,33.57
2012,0,8,4,1,91.13
2012,0,8,4,2,47.75
2012,0,8,4,3,46.52
2012,0,8,4,4,36.92
2012,0,8,4,5,49.46
2012,0,8,4,6,39.42
2012,0,9,0,1,44.75
2012,0,9,0,2,44.96
2012,0,9,0,3,47.51
2012,0,9,0,4,43.21
2012,0,9,0,5,37.78
2012,0,9,0,6,45.67
2012,0,9,1,1,13.51
2012,0,9,1,2,10.95
2012,0,9,1,3,10.39
2012,0,9,1,4,13.08
2012,0,9,1,5,10.11
2012,0,9,1,6,12.85
2012,0,9,2,1,2.42
2012,0,9,2,2,2.36
2012,0,9,2,3,3.35
2012,0,9,2,4,2.42
2012,0,9,2,5,1.76
2012,0,9,2,6,3.32
2012,0,9,3,1,30.29
2012,0,9,3,2,25.92
2012,0,9,3,3,30.33
2012,0,9,3,4,24.90
2012,0,9,3,5,24.79
2012,0,9,3,6,30.25
2012,0,9,4,1,36.40
2012,0,9,4,2,33.77
2012,0,9,4,3,38.34
2012,0,9,4,4,33.93
2012,0,9,4,5,30.80
2012,0,9,4,6,37.66
2012,0,10,0,1,152.05
2012,0,10,0,2,190.96
2012,0,10,0,3,70.48
2012,0,10,0,4,37.54
2012,0,10,0,5,76.99
2012,0,10,0,6,100.28
2012,0,10,1,1,34.09
2012,0,10,1,2,35.58
2012,0,10,1,3,12.83
2012,0,10,1,4,10.80
2012,0,10,1,5,22.74
2012,0,10,1,6,23.97
2012,0,10,2,1,8.65
2012,0,10,2,2,6.74
2012,0,10,2,3,3.23
2012,0,10,2,4,1.98
2012,0,10,2,5,3.29
2012,0,10,2,6,5.44
2012,0,10,3,1,104.59
2012,0,10,3,2,128.30
2012,0,10,3,3,49.96
2012,0,10,3,4,22.23
2012,0,10,3,5,46.83
2012,0,10,3,6,59.13
2012,0,10,4,1,124.98
2012,0,10,4,2,153.10
2012,0,10,4,3,58.70
2012,0,10,4,4,30.10
2012,0,10,4,5,62.78
2012,0,10,4,6,74.97
2012,0,11,0,1,68.85
2012,0,11,0,2,64.70
2012,0,11,0,3,56.14
2012,0,11,0,4,32.79
2012,0,11,0,5,55.00
2012,0,11,0,6,61.58
2012,0,11,1,1,16.65
2012,0,11,1,2,13.99
2012,0,11,1,3,11.70
2012,0,11,1,4,8.60
2012,0,11,1,5,15.88
2012,0,11,1,6,16.63
2012,0,11,2,1,3.31
2012,0,11,2,2,3.02
2012,0,11,2,3,2.47
2012,0,11,2,4,1.56
2012,0,11,2,5,2.52
2012,0,11,2,6,3.23
2012,0,11,3,1,49.52
2012,0,11,3,2,43.01
2012,0,11,3,3,38.57
2012,0,11,3,4,20.68
2012,0,11,3,5,36.34
2012,0,11,3,6,39.89
2012,0,11,4,1,57.29
2012,0,11,4,2,52.26
2012,0,11,4,3,46.54
2012,0,11,4,4,26.43
2012,0,11,4,5,47.10
2012,0,11,4,6,50.67
2012,0,12,0,1,125.87
2012,0,12,0,2,109.92
2012,0,12,0,3,74.14
2012,0,12,0,4,108.56
2012,0,12,0,5,108.29
2012,0,12,0,6,81.64
2012,0,12,1,1,45.07
2012,0,12,1,2,24.43
2012,0,12,1,3,19.96
2012,0,12,1,4,29.63
2012,0,12,1,5,33.53
2012,0,12,1,6,25.80
2012,0,12,2,1,5.90
2012,0,12,2,2,7.80
2012,0,12,2,3,3.03
2012,0,12,2,4,3.03
2012,0,12,2,5,3.08
2012,0,12,2,6,3.25
2012,0,12,3,1,91.80
2012,0,12,3,2,54.96
2012,0,12,3,3,45.94
2012,0,12,3,4,63.44
2012,0,12,3,5,66.54
2012,0,12,3,6,44.42
2012,0,12,4,1,109.38
2012,0,12,4,2,74.81
2012,0,12,4,3,58.94
2012,0,12,4,4,82.77
2012,0,12,4,5,89.27
2012,0,12,4,6,64.30
2012,1,0,0,1,97.43
2012,1,0,0,2,77.61
2012,1,0,0,3,66.81
2012,1,0,0,4,35.87
2012,1,0,0,5,73.48
2012,1,0,0,6,82.50
2012,1,0,1,1,19.96
2012,1,0,1,2,14.66
2012,1,0,1,3,10.49
2012,1,0,1,4,8.14
2012,1,0,1,5,17.42
2012,1,0,1,6,16.99
2012,1,0,2,1,3.84
2012,1,0,2,2,2.90
2012,1,0,2,3,2.86
2012,1,0,2,4,1.85
2012,1,0,2,5,3.06
2012,1,0,2,6,4.25
2012,1,0,3,1,76.52
2012,1,0,3,2,60.34
2012,1,0,3,3,52.79
2012,1,0,3,4,25.57
2012,1,0,3,5,55.01
2012,1,0,3,6,60.40
2012,1,0,4,1,85.59
2012,1,0,4,2,68.24
2012,1,0,4,3,59.85
2012,1,0,4,4,30.79
2012,1,0,4,5,65.33
2012,1,0,4,6,71.21
2012,1,1,0,1,141.34
2012,1,1,0,2,123.46
2012,1,1,0,3,142.86
2012,1,1,0,5,245.70
2012,1,1,0,6,189.29
2012,1,1,1,1,28.70
2012,1,1,1,2,57.42
2012,1,1,1,3,52.86
2012,1,1,1,4,57.23
2012,1,1,1,5,34.40
2012,1,1,1,6,31.40
2012,1,1,2,1,8.31
2012,1,1,2,2,9.57
2012,1,1,2,3,22.28
2012,1,1,2,4,12.05
2012,1,1,2,5,12.62
2012,1,1,2,6,29.41
2012,1,1,3,1,179.07
2012,1,1,3,2,270.90
2012,1,1,3,3,285.21
2012,1,1,3,4,189.76
2012,1,1,3,5,140.05
2012,1,1,3,6,99.03
2012,1,1,4,1,189.13
2012,1,1,4,2,133.33
2012,1,1,4,3,316.90
2012,1,1,4,4,213.86
2012,1,1,4,5,157.25
2012,1,1,4,6,114.72
2012,1,2,0,1,49.65
2012,1,2,0,2,10.10
2012,1,2,0,3,10.03
2012,1,2,0,4,10.72
2012,1,2,0,5,15.65
2012,1,2,0,6,33.60
2012,1,2,1,1,14.18
2012,1,2,1,3,2.69
2012,1,2,1,4,3.69
2012,1,2,1,5,4.08
2012,1,2,1,6,6.28
2012,1,2,2,1,10.64
2012,1,2,2,3,.85
2012,1,2,2,4,.72
2012,1,2,2,6,7.59
2012,1,2,3,1,42.55
2012,1,2,3,2,10.10
2012,1,2,3,3,7.43
2012,1,2,3,4,7.39
2012,1,2,3,5,12.24
2012,1,2,3,6,28.66
2012,1,2,4,1,49.65
2012,1,2,4,2,10.10
2012,1,2,4,3,9.29
2012,1,2,4,4,9.82
2012,1,2,4,5,14.97
2012,1,2,4,6,29.64
2012,1,3,0,1,126.39
2012,1,3,0,2,119.50
2012,1,3,0,3,65.97
2012,1,3,0,4,99.35
2012,1,3,0,5,111.46
2012,1,3,0,6,68.83
2012,1,3,1,1,38.46
2012,1,3,1,2,22.86
2012,1,3,1,3,17.36
2012,1,3,1,4,22.37
2012,1,3,1,5,27.99
2012,1,3,1,6,17.13
2012,1,3,2,1,13.95
2012,1,3,2,2,21.90
2012,1,3,2,4,3.64
2012,1,3,2,5,2.37
2012,1,3,2,6,12.71
2012,1,3,3,1,111.61
2012,1,3,3,2,108.57
2012,1,3,3,3,49.77
2012,1,3,3,4,72.30
2012,1,3,3,5,84.50
2012,1,3,3,6,44.53
2012,1,3,4,1,107.81
2012,1,3,4,2,120.00
2012,1,3,4,3,56.71
2012,1,3,4,4,84.27
2012,1,3,4,5,100.05
2012,1,3,4,6,54.66
2012,1,4,0,1,74.07
2012,1,4,0,3,44.30
2012,1,4,0,4,102.04
2012,1,4,0,5,76.59
2012,1,4,0,6,111.94
2012,1,4,1,1,49.38
2012,1,4,1,3,28.17
2012,1,4,1,4,18.14
2012,1,4,1,5,29.78
2012,1,4,1,6,35.21
2012,1,4,2,4,4.54
2012,1,4,3,1,61.73
2012,1,4,3,3,31.65
2012,1,4,3,4,81.63
2012,1,4,3,5,56.89
2012,1,4,3,6,98.59
2012,1,4,4,1,74.07
2012,1,4,4,3,37.97
2012,1,4,4,4,90.70
2012,1,4,4,5,67.83
2012,1,4,4,6,104.48
2012,1,5,0,1,94.11
2012,1,5,0,2,86.27
2012,1,5,0,3,66.39
2012,1,5,0,4,31.47
2012,1,5,0,5,65.70
2012,1,5,0,6,78.67
2012,1,5,1,1,19.28
2012,1,5,1,2,17.06
2012,1,5,1,3,10.48
2012,1,5,1,4,7.08
2012,1,5,1,5,15.78
2012,1,5,1,6,16.50
2012,1,5,2,1,3.34
2012,1,5,2,2,3.29
2012,1,5,2,3,2.74
2012,1,5,2,4,1.80
2012,1,5,2,5,3.14
2012,1,5,2,6,3.97
2012,1,5,3,1,74.61
2012,1,5,3,2,67.73
