"date","ageSib","ethnicityCensus","geog","datacol"
"2019",2,10,5,141.64
"2019",2,10,6,91.96
"2019",2,10,7,1200
"2019",2,10,8,206.01
"2019",2,10,10,78.43
"2019",2,10,11,197.8
"2019",2,10,13,450.7
"2019",2,10,14,221.77
"2019",2,10,15,84.8
"2019",2,10,16,437.5
"2019",2,10,17,45.07
"2019",2,10,18,63.57
"2019",2,10,19,809.52
"2019",2,10,21,181.1
"2019",2,10,22,1250
"2019",2,10,23,172.41
"2019",2,10,24,257.92
"2019",2,10,25,375
"2019",2,10,26,366.67
"2019",2,10,27,67.52
"2019",2,10,29,270.46
"2019",2,10,30,272.73
"2019",2,10,31,67.78
"2019",2,10,32,158.12
"2019",2,10,33,61.11
"2019",2,10,34,111.37
"2019",2,10,36,954.55
"2019",2,10,37,143.02
"2019",2,10,38,153.06
"2019",2,10,39,239.21
"2019",2,11,1,47.03
"2019",2,11,2,66.27
"2019",2,11,3,42.22
"2019",2,11,4,38.73
"2019",2,11,5,56.66
"2019",2,11,6,41.61
"2019",2,11,7,69.36
"2019",2,11,8,85.91
"2019",2,11,9,49.64
"2019",2,11,10,59.52
"2019",2,11,11,62.3
"2019",2,11,12,18.69
"2019",2,11,13,66.42
"2019",2,11,14,84.26
"2019",2,11,15,57.73
"2019",2,11,16,42.86
"2019",2,11,17,27.83
"2019",2,11,18,38.23
"2019",2,11,19,50.34
"2019",2,11,20,73.12
"2019",2,11,21,66.91
"2019",2,11,22,82.14
"2019",2,11,23,66.57
"2019",2,11,24,51.58
"2019",2,11,25,79.02
"2019",2,11,26,105.9
"2019",2,11,27,45.5
"2019",2,11,28,56
"2019",2,11,29,62.92
"2019",2,11,30,36.52
"2019",2,11,31,42.03
"2019",2,11,32,58.95
"2019",2,11,33,54.81
"2019",2,11,34,48.99
"2019",2,11,35,75.47
"2019",2,11,36,62.25
"2019",2,11,37,56.09
"2019",2,11,38,43.33
"2019",2,11,39,60.54
"2019",2,12,3,40.65
"2019",2,12,6,113.46
"2019",2,12,8,1000
"2019",2,12,11,108.11
"2019",2,12,13,100
"2019",2,12,15,104.65
"2019",2,12,17,94.73
"2019",2,12,18,56.7
"2019",2,12,27,106.31
"2019",2,12,29,736.84
"2019",2,12,31,81.04
"2019",2,12,32,184.47
"2019",2,12,34,94.05
"2019",2,12,37,141.3
"2019",2,12,39,225.81
"2019",3,0,1,78.73
"2019",3,0,2,261.76
"2019",3,0,3,112.65
"2019",3,0,4,74.78
"2019",3,0,5,135.95
"2019",3,0,6,78.4
"2019",3,0,7,451.61
"2019",3,0,8,175.89
"2019",3,0,9,88.87
"2019",3,0,10,421.05
"2019",3,0,11,78.28
"2019",3,0,12,900
"2019",3,0,13,109.53
"2019",3,0,14,160.15
"2019",3,0,15,104.78
"2019",3,0,16,135.14
"2019",3,0,17,64.4
"2019",3,0,18,78.95
"2019",3,0,19,147.54
"2019",3,0,20,155.81
"2019",3,0,21,164.7
"2019",3,0,22,145.35
"2019",3,0,23,158.05
"2019",3,0,24,116.63
"2019",3,0,25,158.54
"2019",3,0,26,234.48
"2019",3,0,27,99.71
"2019",3,0,28,160
"2019",3,0,29,124.86
"2019",3,0,30,98.77
"2019",3,0,31,92.01
"2019",3,0,32,143.64
"2019",3,0,33,164.22
"2019",3,0,34,100.99
"2019",3,0,35,102.04
"2019",3,0,36,108.24
"2019",3,0,37,145.44
