"date","ageSib","ethnicityCensus","geog","datacol"
2019,0,6,11,4077
2019,0,6,12,0
2019,0,6,13,2835
2019,0,6,14,360
2019,0,6,15,87
2019,0,6,16,0
2019,0,6,17,10951
2019,0,6,18,437
2019,0,6,19,147
2019,0,6,20,84
2019,0,6,21,400
2019,0,6,22,0
2019,0,6,23,206
2019,0,6,24,593
2019,0,6,25,68
2019,0,6,26,0
2019,0,6,27,4441
2019,0,6,28,7
2019,0,6,29,1464
2019,0,6,30,0
2019,0,6,31,4237
2019,0,6,32,740
2019,0,6,33,0
2019,0,6,34,780
2019,0,6,35,0
2019,0,6,36,632
2019,0,6,37,908
2019,0,6,38,0
2019,0,6,39,9694
2019,0,8,1,14
2019,0,8,2,0
2019,0,8,3,565
2019,0,8,4,137
2019,0,8,5,198
2019,0,8,6,1527
2019,0,8,7,0
2019,0,8,8,291
2019,0,8,9,37
2019,0,8,10,0
2019,0,8,11,175
2019,0,8,12,0
2019,0,8,13,278
2019,0,8,14,171
2019,0,8,15,252
2019,0,8,16,18
2019,0,8,17,8064
2019,0,8,18,1237
2019,0,8,19,19
2019,0,8,20,13
2019,0,8,21,153
2019,0,8,22,0
2019,0,8,23,147
2019,0,8,24,65
2019,0,8,25,6
2019,0,8,26,0
2019,0,8,27,5210
2019,0,8,28,0
2019,0,8,29,282
2019,0,8,30,0
2019,0,8,31,2974
2019,0,8,32,1513
2019,0,8,33,70
2019,0,8,34,1233
2019,0,8,35,0
2019,0,8,36,74
2019,0,8,37,567
2019,0,8,38,30
2019,0,8,39,944
2019,0,9,1,1655
2019,0,9,2,6
2019,0,9,3,4970
2019,0,9,4,2831
2019,0,9,5,305
2019,0,9,6,4510
2019,0,9,7,0
2019,0,9,8,1018
2019,0,9,9,1698
2019,0,9,10,0
2019,0,9,11,6313
2019,0,9,12,0
2019,0,9,13,5058
2019,0,9,14,759
2019,0,9,15,462
2019,0,9,16,22
2019,0,9,17,22871
2019,0,9,18,1757
2019,0,9,19,330
2019,0,9,20,210
2019,0,9,21,824
2019,0,9,22,0
2019,0,9,23,504
2019,0,9,24,1013
2019,0,9,25,154
2019,0,9,26,0
2019,0,9,27,10104
2019,0,9,28,57
2019,0,9,29,2789
2019,0,9,30,10
2019,0,9,31,9203
2019,0,9,32,2488
2019,0,9,33,52
2019,0,9,34,2284
2019,0,9,35,0
2019,0,9,36,1589
2019,0,9,37,2038
2019,0,9,38,62
2019,0,9,39,16353
2019,0,10,1,0
2019,0,10,2,35
2019,0,10,3,959
2019,0,10,4,35
2019,0,10,5,539
2019,0,10,6,4311
2019,0,10,7,12
2019,0,10,8,338
2019,0,10,9,0
2019,0,10,10,62
2019,0,10,11,125
2019,0,10,12,3
2019,0,10,13,80
2019,0,10,14,398
2019,0,10,15,518
2019,0,10,16,56
2019,0,10,17,44106
2019,0,10,18,2743
2019,0,10,19,21
2019,0,10,20,0
2019,0,10,21,159
2019,0,10,22,16
2019,0,10,23,238
2019,0,10,24,408
2019,0,10,25,8
2019,0,10,26,36
2019,0,10,27,11995
2019,0,10,28,0
2019,0,10,29,433
2019,0,10,30,34
2019,0,10,31,12138
2019,0,10,32,3232
2019,0,10,33,285
2019,0,10,34,3042
2019,0,10,35,2
2019,0,10,36,22
2019,0,10,37,1550
2019,0,10,38,232
2019,0,10,39,1433
2019,0,11,1,660
2019,0,11,2,1939
2019,0,11,3,15311
2019,0,11,4,4793
2019,0,11,5,4888
2019,0,11,6,41584
2019,0,11,7,258
2019,0,11,8,9331
2019,0,11,9,2653
2019,0,11,10,384
2019,0,11,11,3946
2019,0,11,12,131
2019,0,11,13,5350
2019,0,11,14,5375
2019,0,11,15,6319
2019,0,11,16,1834
2019,0,11,17,130780
2019,0,11,18,21424
2019,0,11,19,3032
2019,0,11,20,1517
2019,0,11,21,6387
2019,0,11,22,876
2019,0,11,23,4292
2019,0,11,24,2354
2019,0,11,25,1219
2019,0,11,26,994
2019,0,11,27,64893
2019,0,11,28,1049
2019,0,11,29,8606
2019,0,11,30,905
2019,0,11,31,61545
2019,0,11,32,45427
2019,0,11,33,3718
2019,0,11,34,22276
2019,0,11,35,215
2019,0,11,36,4014
2019,0,11,37,16291
2019,0,11,38,2720
2019,0,11,39,11456
2019,0,12,1,0
2019,0,12,2,0
2019,0,12,3,210
2019,0,12,4,0
2019,0,12,5,0
2019,0,12,6,1094
2019,0,12,7,0
2019,0,12,8,10
2019,0,12,9,0
2019,0,12,10,0
2019,0,12,11,55
2019,0,12,12,0
2019,0,12,13,13
2019,0,12,14,0
2019,0,12,15,179
2019,0,12,16,0
2019,0,12,17,14692
2019,0,12,18,748
2019,0,12,19,0
2019,0,12,20,0
2019,0,12,21,0
2019,0,12,22,0
2019,0,12,23,0
2019,0,12,24,0
2019,0,12,25,0
2019,0,12,26,0
2019,0,12,27,7065
2019,0,12,28,0
2019,0,12,29,19
2019,0,12,30,0
2019,0,12,31,2483
2019,0,12,32,782
2019,0,12,33,0
2019,0,12,34,899
2019,0,12,35,0
2019,0,12,36,0
2019,0,12,37,113
2019,0,12,38,0
2019,0,12,39,105
2019,1,0,1,931
2019,1,0,2,920
2019,1,0,3,9496
2019,1,0,4,3173
2019,1,0,5,2426
2019,1,0,6,22032
2019,1,0,7,122
2019,1,0,8,4722
2019,1,0,9,1612
2019,1,0,10,172
2019,1,0,11,4870
2019,1,0,12,30
2019,1,0,13,4642
2019,1,0,14,2968
2019,1,0,15,3756
2019,1,0,16,744
2019,1,0,17,116274
2019,1,0,18,12114
2019,1,0,19,1647
2019,1,0,20,645
2019,1,0,21,3130
2019,1,0,22,302
2019,1,0,23,1986
2019,1,0,24,1750
2019,1,0,25,653
2019,1,0,26,386
2019,1,0,27,44732
2019,1,0,28,406
2019,1,0,29,5128
2019,1,0,30,384
2019,1,0,31,39978
2019,1,0,32,25258
2019,1,0,33,1270
2019,1,0,34,13546
2019,1,0,35,18
2019,1,0,36,2385
2019,1,0,37,9458
2019,1,0,38,1682
2019,1,0,39,12086
2019,1,1,1,0
2019,1,1,2,0
2019,1,1,3,26
2019,1,1,4,0
2019,1,1,5,77
2019,1,1,6,74
2019,1,1,7,0
2019,1,1,8,16
2019,1,1,9,0
2019,1,1,10,10
2019,1,1,11,0
2019,1,1,12,0
2019,1,1,13,6
2019,1,1,14,64
2019,1,1,15,0
2019,1,1,16,0
2019,1,1,17,319
2019,1,1,18,68
2019,1,1,19,0
2019,1,1,20,0
2019,1,1,21,0
2019,1,1,22,0
2019,1,1,23,20
2019,1,1,24,119
2019,1,1,25,0
2019,1,1,26,0
2019,1,1,27,292
2019,1,1,28,0
2019,1,1,29,27
2019,1,1,30,0
2019,1,1,31,240
2019,1,1,32,191
2019,1,1,33,43
2019,1,1,34,78
2019,1,1,35,0
2019,1,1,36,0
2019,1,1,37,116
2019,1,1,38,0
2019,1,1,39,185
2019,1,2,1,0
2019,1,2,2,0
2019,1,2,3,135
2019,1,2,4,0
2019,1,2,5,0
2019,1,2,6,504
2019,1,2,7,0
2019,1,2,8,0
2019,1,2,9,0
2019,1,2,10,0
2019,1,2,11,22
2019,1,2,12,0
2019,1,2,13,0
2019,1,2,14,6
2019,1,2,15,65
2019,1,2,16,0
2019,1,2,17,10688
2019,1,2,18,209
2019,1,2,19,0
2019,1,2,20,0
2019,1,2,21,0
2019,1,2,22,0
2019,1,2,23,0
2019,1,2,24,0
2019,1,2,25,0
2019,1,2,26,0
2019,1,2,27,1195
2019,1,2,28,0
2019,1,2,29,24
2019,1,2,30,0
2019,1,2,31,2250
2019,1,2,32,252
2019,1,2,33,0
2019,1,2,34,358
2019,1,2,35,0
2019,1,2,36,0
2019,1,2,37,163
2019,1,2,38,78
2019,1,2,39,54
2019,1,3,1,0
2019,1,3,2,0
2019,1,3,3,50
2019,1,3,4,0
2019,1,3,5,0
2019,1,3,6,212
2019,1,3,7,0
2019,1,3,8,0
2019,1,3,9,0
2019,1,3,10,0
2019,1,3,11,0
2019,1,3,12,0
2019,1,3,13,18
2019,1,3,14,0
2019,1,3,15,60
2019,1,3,16,0
2019,1,3,17,3769
2019,1,3,18,221
2019,1,3,19,0
2019,1,3,20,0
2019,1,3,21,0
2019,1,3,22,0
2019,1,3,23,0
2019,1,3,24,0
2019,1,3,25,0
2019,1,3,26,0
2019,1,3,27,1696
2019,1,3,28,0
2019,1,3,29,0
2019,1,3,30,0
2019,1,3,31,680
2019,1,3,32,194
2019,1,3,33,0
2019,1,3,34,195
2019,1,3,35,0
2019,1,3,36,0
2019,1,3,37,16
2019,1,3,38,0
2019,1,3,39,34
2019,1,4,1,0
2019,1,4,2,0
2019,1,4,3,0
2019,1,4,4,0
2019,1,4,5,0
2019,1,4,6,44
2019,1,4,7,0
2019,1,4,8,0
2019,1,4,9,0
2019,1,4,10,0
2019,1,4,11,0
2019,1,4,12,0
2019,1,4,13,0
2019,1,4,14,0
2019,1,4,15,0
2019,1,4,16,0
2019,1,4,17,405
2019,1,4,18,30
2019,1,4,19,0
2019,1,4,20,0
2019,1,4,21,0
2019,1,4,22,0
2019,1,4,23,0
2019,1,4,24,0
2019,1,4,25,0
2019,1,4,26,0
2019,1,4,27,361
2019,1,4,28,0
2019,1,4,29,0
2019,1,4,30,0
2019,1,4,31,100
2019,1,4,32,51
2019,1,4,33,0
2019,1,4,34,22
2019,1,4,35,0
2019,1,4,36,0
2019,1,4,37,0
2019,1,4,38,0
2019,1,4,39,0
2019,1,5,1,274
2019,1,5,2,460
2019,1,5,3,3828
2019,1,5,4,1180
2019,1,5,5,1079
2019,1,5,6,9343
2019,1,5,7,61
2019,1,5,8,2155
2019,1,5,9,645
2019,1,5,10,76
2019,1,5,11,1515
2019,1,5,12,15
2019,1,5,13,1633
2019,1,5,14,1277
2019,1,5,15,1655
2019,1,5,16,372
2019,1,5,17,37684
2019,1,5,18,5051
2019,1,5,19,791
2019,1,5,20,321
2019,1,5,21,1445
2019,1,5,22,151
2019,1,5,23,901
2019,1,5,24,620
2019,1,5,25,317
2019,1,5,26,193
2019,1,5,27,16286
2019,1,5,28,198
2019,1,5,29,2165
2019,1,5,30,192
2019,1,5,31,14893
2019,1,5,32,11321
2019,1,5,33,592
2019,1,5,34,5598
2019,1,5,35,9
2019,1,5,36,1055
2019,1,5,37,4096
2019,1,5,38,751
2019,1,5,39,3702
2019,1,6,1,175
2019,1,6,2,0
2019,1,6,3,585
2019,1,6,4,374
2019,1,6,5,16
2019,1,6,6,432
2019,1,6,7,0
2019,1,6,8,117
2019,1,6,9,157
2019,1,6,10,0
2019,1,6,11,846
2019,1,6,12,0
2019,1,6,13,602
2019,1,6,14,86
2019,1,6,15,28
2019,1,6,16,0
2019,1,6,17,2787
2019,1,6,18,141
2019,1,6,19,29
2019,1,6,20,0
2019,1,6,21,90
2019,1,6,22,0
2019,1,6,23,44
2019,1,6,24,117
2019,1,6,25,8
2019,1,6,26,0
2019,1,6,27,1049
2019,1,6,28,4
2019,1,6,29,280
2019,1,6,30,0
2019,1,6,31,968
2019,1,6,32,175
2019,1,6,33,0
2019,1,6,34,180
2019,1,6,35,0
2019,1,6,36,130
2019,1,6,37,175
2019,1,6,38,0
2019,1,6,39,1881
2019,1,8,1,0
2019,1,8,2,0
2019,1,8,3,124
2019,1,8,4,30
2019,1,8,5,41
2019,1,8,6,407
2019,1,8,7,0
2019,1,8,8,73
2019,1,8,9,0
2019,1,8,10,0
2019,1,8,11,52
2019,1,8,12,0
2019,1,8,13,62
2019,1,8,14,51
2019,1,8,15,70
2019,1,8,16,0
2019,1,8,17,2485
2019,1,8,18,337
2019,1,8,19,0
2019,1,8,20,0
2019,1,8,21,30
2019,1,8,22,0
2019,1,8,23,28
2019,1,8,24,19
2019,1,8,25,0
2019,1,8,26,0
2019,1,8,27,1487
2019,1,8,28,0
2019,1,8,29,68
2019,1,8,30,0
2019,1,8,31,858
2019,1,8,32,445
2019,1,8,33,0
2019,1,8,34,342
2019,1,8,35,0
2019,1,8,36,2
2019,1,8,37,163
2019,1,8,38,12
2019,1,8,39,187
2019,1,9,1,358
2019,1,9,2,0
2019,1,9,3,1180
2019,1,9,4,601
2019,1,9,5,71
2019,1,9,6,987
2019,1,9,7,0
2019,1,9,8,256
2019,1,9,9,295
2019,1,9,10,0
2019,1,9,11,1347
2019,1,9,12,0
2019,1,9,13,1144
2019,1,9,14,215
2019,1,9,15,163
2019,1,9,16,0
2019,1,9,17,6164
2019,1,9,18,525
2019,1,9,19,84
2019,1,9,20,24
2019,1,9,21,199
2019,1,9,22,0
2019,1,9,23,128
2019,1,9,24,237
2019,1,9,25,31
2019,1,9,26,0
2019,1,9,27,2601
2019,1,9,28,18
2019,1,9,29,594
2019,1,9,30,0
2019,1,9,31,2288
2019,1,9,32,690
2019,1,9,33,3
2019,1,9,34,577
2019,1,9,35,0
2019,1,9,36,317
2019,1,9,37,444
2019,1,9,38,31
2019,1,9,39,3198
2019,1,10,1,0
2019,1,10,2,16
2019,1,10,3,227
2019,1,10,4,0
2019,1,10,5,107
2019,1,10,6,946
2019,1,10,7,3
2019,1,10,8,56
2019,1,10,9,0
2019,1,10,10,11
2019,1,10,11,30
2019,1,10,12,1
2019,1,10,13,9
2019,1,10,14,89
2019,1,10,15,110
2019,1,10,16,10
2019,1,10,17,13411
2019,1,10,18,562
2019,1,10,19,0
2019,1,10,20,0
2019,1,10,21,17
2019,1,10,22,8
2019,1,10,23,19
2019,1,10,24,108
2019,1,10,25,0
2019,1,10,26,6
2019,1,10,27,2988
2019,1,10,28,0
2019,1,10,29,78
2019,1,10,30,7
2019,1,10,31,3229
2019,1,10,32,831
2019,1,10,33,51
2019,1,10,34,714
2019,1,10,35,0
2019,1,10,36,0
2019,1,10,37,393
2019,1,10,38,92
2019,1,10,39,294
2019,1,11,1,124
2019,1,11,2,444
2019,1,11,3,3299
2019,1,11,4,988
2019,1,11,5,1035
2019,1,11,6,8885
2019,1,11,7,58
2019,1,11,8,2049
2019,1,11,9,515
2019,1,11,10,75
2019,1,11,11,1058
2019,1,11,12,14
2019,1,11,13,1165
2019,1,11,14,1180
2019,1,11,15,1546
2019,1,11,16,362
2019,1,11,17,34906
2019,1,11,18,4765
2019,1,11,19,743
2019,1,11,20,300
2019,1,11,21,1349
2019,1,11,22,143
2019,1,11,23,846
2019,1,11,24,530
2019,1,11,25,297
2019,1,11,26,187
2019,1,11,27,15194
2019,1,11,28,186
2019,1,11,29,1892
2019,1,11,30,185
2019,1,11,31,13823
2019,1,11,32,10926
2019,1,11,33,581
2019,1,11,34,5298
2019,1,11,35,9
2019,1,11,36,881
2019,1,11,37,3881
2019,1,11,38,718
2019,1,11,39,2530
2019,1,12,1,0
2019,1,12,2,0
2019,1,12,3,42
2019,1,12,4,0
2019,1,12,5,0
2019,1,12,6,198
2019,1,12,7,0
2019,1,12,8,0
2019,1,12,9,0
2019,1,12,10,0
2019,1,12,11,0
2019,1,12,12,0
2019,1,12,13,3
2019,1,12,14,0
2019,1,12,15,59
2019,1,12,16,0
2019,1,12,17,3656
2019,1,12,18,205
2019,1,12,19,0
2019,1,12,20,0
2019,1,12,21,0
2019,1,12,22,0
2019,1,12,23,0
2019,1,12,24,0
2019,1,12,25,0
2019,1,12,26,0
2019,1,12,27,1583
2019,1,12,28,0
2019,1,12,29,0
2019,1,12,30,0
2019,1,12,31,649
2019,1,12,32,182
2019,1,12,33,0
2019,1,12,34,184
2019,1,12,35,0
2019,1,12,36,0
2019,1,12,37,11
2019,1,12,38,0
2019,1,12,39,21
2019,2,0,1,2091
2019,2,0,2,2360
2019,2,0,3,23746
2019,2,0,4,8536
2019,2,0,5,7052
2019,2,0,6,59640
2019,2,0,7,356
2019,2,0,8,12408
2019,2,0,9,4834
2019,2,0,10,606
2019,2,0,11,9314
2019,2,0,12,218
2019,2,0,13,10334
2019,2,0,14,7486
2019,2,0,15,8604
2019,2,0,16,2488
2019,2,0,17,232688
2019,2,0,18,31832
2019,2,0,19,3872
2019,2,0,20,2087
2019,2,0,21,8732
2019,2,0,22,1136
2019,2,0,23,6108
2019,2,0,24,4068
2019,2,0,25,1610
2019,2,0,26,1382
2019,2,0,27,105814
2019,2,0,28,1554
2019,2,0,29,13328
2019,2,0,30,1190
2019,2,0,31,98176
2019,2,0,32,58272
2019,2,0,33,5342
2019,2,0,34,33376
2019,2,0,35,317
2019,2,0,36,6422
2019,2,0,37,23224
2019,2,0,38,3258
2019,2,0,39,30164
2019,2,1,1,0
2019,2,1,2,0
2019,2,1,3,119
2019,2,1,4,16
2019,2,1,5,210
2019,2,1,6,264
2019,2,1,7,0
2019,2,1,8,76
2019,2,1,9,2
2019,2,1,10,47
2019,2,1,11,5
2019,2,1,12,0
2019,2,1,13,35
2019,2,1,14,157
2019,2,1,15,28
2019,2,1,16,6
2019,2,1,17,887
2019,2,1,18,203
2019,2,1,19,0
2019,2,1,20,0
2019,2,1,21,60
2019,2,1,22,0
2019,2,1,23,115
2019,2,1,24,209
2019,2,1,25,8
2019,2,1,26,12
2019,2,1,27,670
2019,2,1,28,0
2019,2,1,29,125
2019,2,1,30,0
2019,2,1,31,609
2019,2,1,32,398
2019,2,1,33,117
2019,2,1,34,194
2019,2,1,35,0
2019,2,1,36,4
2019,2,1,37,303
2019,2,1,38,0
2019,2,1,39,537
2019,2,2,1,0
2019,2,2,2,0
2019,2,2,3,316
2019,2,2,4,7
2019,2,2,5,27
2019,2,2,6,1411
2019,2,2,7,0
2019,2,2,8,50
2019,2,2,9,0
2019,2,2,10,0
2019,2,2,11,67
2019,2,2,12,0
2019,2,2,13,11
2019,2,2,14,26
2019,2,2,15,185
2019,2,2,16,0
2019,2,2,17,17679
2019,2,2,18,762
2019,2,2,19,8
2019,2,2,20,0
2019,2,2,21,6
2019,2,2,22,0
2019,2,2,23,5
2019,2,2,24,0
2019,2,2,25,0
2019,2,2,26,0
2019,2,2,27,3081
2019,2,2,28,0
2019,2,2,29,99
2019,2,2,30,0
2019,2,2,31,4692
2019,2,2,32,562
2019,2,2,33,0
2019,2,2,34,935
2019,2,2,35,0
2019,2,2,36,0
2019,2,2,37,350
2019,2,2,38,80
2019,2,2,39,154
2019,2,3,1,0
2019,2,3,2,0
2019,2,3,3,137
2019,2,3,4,0
2019,2,3,5,0
2019,2,3,6,691
2019,2,3,7,0
2019,2,3,8,12
2019,2,3,9,0
2019,2,3,10,0
2019,2,3,11,42
2019,2,3,12,0
2019,2,3,13,22
2019,2,3,14,0
2019,2,3,15,91
2019,2,3,16,0
2019,2,3,17,7771
2019,2,3,18,403
2019,2,3,19,0
2019,2,3,20,0
2019,2,3,21,0
2019,2,3,22,0
2019,2,3,23,0
2019,2,3,24,0
2019,2,3,25,0
2019,2,3,26,0
2019,2,3,27,4067
2019,2,3,28,0
2019,2,3,29,25
2019,2,3,30,0
2019,2,3,31,1281
2019,2,3,32,423
2019,2,3,33,0
2019,2,3,34,549
2019,2,3,35,0
2019,2,3,36,1
2019,2,3,37,97
2019,2,3,38,0
2019,2,3,39,96
2019,2,4,1,0
2019,2,4,2,0
2019,2,4,3,0
2019,2,4,4,0
2019,2,4,5,0
2019,2,4,6,211
2019,2,4,7,0
2019,2,4,8,0
2019,2,4,9,0
2019,2,4,10,0
2019,2,4,11,0
2019,2,4,12,0
2019,2,4,13,0
2019,2,4,14,0
2019,2,4,15,12
2019,2,4,16,0
2019,2,4,17,933
2019,2,4,18,143
2019,2,4,19,0
2019,2,4,20,0
2019,2,4,21,0
2019,2,4,22,0
2019,2,4,23,0
2019,2,4,24,0
2019,2,4,25,0
2019,2,4,26,0
2019,2,4,27,673
2019,2,4,28,0
2019,2,4,29,0
2019,2,4,30,0
2019,2,4,31,182
2019,2,4,32,85
2019,2,4,33,0
2019,2,4,34,130
2019,2,4,35,0
2019,2,4,36,0
2019,2,4,37,13
2019,2,4,38,0
2019,2,4,39,0
2019,2,5,1,660
2019,2,5,2,1180
2019,2,5,3,9967
2019,2,5,4,3353
2019,2,5,5,3106
2019,2,5,6,25569
2019,2,5,7,178
2019,2,5,8,5698
2019,2,5,9,1953
2019,2,5,10,256
2019,2,5,11,2724
2019,2,5,12,109
2019,2,5,13,3785
2019,2,5,14,3329
2019,2,5,15,3807
2019,2,5,16,1220
2019,2,5,17,80508
2019,2,5,18,13553
2019,2,5,19,1848
2019,2,5,20,975
2019,2,5,21,4026
2019,2,5,22,568
2019,2,5,23,2773
2019,2,5,24,1535
2019,2,5,25,761
2019,2,5,26,679
2019,2,5,27,40033
2019,2,5,28,774
2019,2,5,29,5622
2019,2,5,30,595
2019,2,5,31,39014
2019,2,5,32,26594
2019,2,5,33,2495
2019,2,5,34,13873
2019,2,5,35,158
2019,2,5,36,2846
2019,2,5,37,10089
2019,2,5,38,1531
2019,2,5,39,9349
2019,2,6,1,363
2019,2,6,2,0
2019,2,6,3,1054
2019,2,6,4,826
2019,2,6,5,45
2019,2,6,6,899
2019,2,6,7,0
2019,2,6,8,213
2019,2,6,9,435
2019,2,6,10,0
2019,2,6,11,1740
2019,2,6,12,0
2019,2,6,13,1181
2019,2,6,14,147
2019,2,6,15,43
2019,2,6,16,0
2019,2,6,17,4654
2019,2,6,18,198
2019,2,6,19,61
2019,2,6,20,55
2019,2,6,21,183
2019,2,6,22,0
2019,2,6,23,75
2019,2,6,24,248
2019,2,6,25,30
2019,2,6,26,0
2019,2,6,27,1905
2019,2,6,28,3
2019,2,6,29,650
2019,2,6,30,0
2019,2,6,31,1864
2019,2,6,32,361
2019,2,6,33,0
2019,2,6,34,391
2019,2,6,35,0
2019,2,6,36,305
2019,2,6,37,464
2019,2,6,38,0
2019,2,6,39,4465
2019,2,8,1,8
2019,2,8,2,0
2019,2,8,3,280
2019,2,8,4,66
2019,2,8,5,138
2019,2,8,6,775
2019,2,8,7,0
2019,2,8,8,155
2019,2,8,9,26
2019,2,8,10,0
2019,2,8,11,79
2019,2,8,12,0
2019,2,8,13,133
2019,2,8,14,84
2019,2,8,15,136
2019,2,8,16,18
2019,2,8,17,3912
2019,2,8,18,654
2019,2,8,19,19
2019,2,8,20,13
2019,2,8,21,91
2019,2,8,22,0
2019,2,8,23,86
2019,2,8,24,42
2019,2,8,25,6
2019,2,8,26,0
2019,2,8,27,2478
2019,2,8,28,0
2019,2,8,29,143
