date,ageSib,ethnicityCensus,allegation,geog,datacol
2014,0,8,2,11,11.43
2014,0,8,2,13,10.79
2014,0,8,2,15,7.94
2014,0,8,2,17,1.98
2014,0,8,2,18,1.62
2014,0,8,2,21,39.22
2014,0,8,2,23,13.61
2014,0,8,2,24,30.77
2014,0,8,2,27,1.92
2014,0,8,2,31,1.01
2014,0,8,2,32,3.97
2014,0,8,2,34,1.62
2014,0,8,2,39,3.18
2014,0,8,3,1,214.29
2014,0,8,3,3,26.55
2014,0,8,3,4,58.39
2014,0,8,3,5,65.66
2014,0,8,3,6,20.30
2014,0,8,3,8,123.71
2014,0,8,3,9,189.19
2014,0,8,3,11,57.14
2014,0,8,3,13,79.14
2014,0,8,3,14,58.48
2014,0,8,3,15,23.81
2014,0,8,3,16,333.33
2014,0,8,3,17,32.49
2014,0,8,3,18,41.23
2014,0,8,3,20,153.85
2014,0,8,3,21,65.36
2014,0,8,3,23,88.44
2014,0,8,3,24,76.92
2014,0,8,3,27,31.67
2014,0,8,3,29,70.92
2014,0,8,3,31,32.95
2014,0,8,3,32,80.63
2014,0,8,3,33,128.57
2014,0,8,3,34,28.39
2014,0,8,3,36,81.08
2014,0,8,3,37,56.44
2014,0,8,3,38,.00
2014,0,8,3,39,36.02
2014,0,8,4,1,285.71
2014,0,8,4,3,28.32
2014,0,8,4,4,80.29
2014,0,8,4,5,70.71
2014,0,8,4,6,27.50
2014,0,8,4,8,140.89
2014,0,8,4,9,216.22
2014,0,8,4,11,62.86
2014,0,8,4,13,89.93
2014,0,8,4,14,70.18
2014,0,8,4,15,23.81
2014,0,8,4,16,388.89
2014,0,8,4,17,39.31
2014,0,8,4,18,45.27
2014,0,8,4,20,153.85
2014,0,8,4,21,98.04
2014,0,8,4,23,108.84
2014,0,8,4,24,76.92
2014,0,8,4,27,40.12
2014,0,8,4,29,74.47
2014,0,8,4,31,38.67
2014,0,8,4,32,93.85
2014,0,8,4,33,142.86
2014,0,8,4,34,34.87
2014,0,8,4,36,94.59
2014,0,8,4,37,65.26
2014,0,8,4,38,66.67
2014,0,8,4,39,40.25
2014,0,9,0,1,33.23
2014,0,9,0,3,40.04
2014,0,9,0,4,40.62
2014,0,9,0,5,49.18
2014,0,9,0,6,39.69
2014,0,9,0,8,70.73
2014,0,9,0,9,43.58
